arduino_timestamp,elapsed_time,capacitive_value
21760,22.67,2
21780,22.69,6
21800,22.71,2
21820,22.73,1
21840,22.75,3
21860,22.77,4
21880,22.79,5
21900,22.81,4
21920,22.83,4
21940,22.85,3
21960,22.87,4
21980,22.89,3
22000,22.91,3
22020,22.93,1
22040,22.95,4
22060,22.97,5
22080,23.0,5
22100,23.01,3
22120,23.03,3
22140,23.05,2
22160,23.07,4
22180,23.09,4
22200,23.11,3
22220,23.13,0
22240,23.15,4
22260,23.17,3
22280,23.19,4
22300,23.21,3
22320,23.23,3
22340,23.25,2
22360,23.27,5
22380,23.29,4
22400,23.31,4
22420,23.33,2
22440,23.36,4
22460,23.37,5
22480,23.39,4
22500,23.41,1
22520,23.43,4
22540,23.45,2
22560,23.47,5
22580,23.49,0
22600,23.52,3
22620,23.53,4
22640,23.55,5
22660,23.57,7
22680,23.59,6
22700,23.61,1
22720,23.63,5
22740,23.65,1
22760,23.67,6
22780,23.69,3
22800,23.71,2
22820,23.73,4
22840,23.75,5
22860,23.77,6
22880,23.79,7
22900,23.81,3
22920,23.83,2
22940,23.85,4
22960,23.87,6
22980,23.89,7
23000,23.91,4
23020,23.93,4
23040,23.95,3
23060,23.97,5
23080,23.99,4
23100,24.01,5
23120,24.04,6
23140,24.05,0
23160,24.07,6
23180,24.09,8
23200,24.11,3
23220,24.13,3
23240,24.15,5
23260,24.17,5
23280,24.19,5
23300,24.21,5
23320,24.23,4
23340,24.25,4
23360,24.27,3
23380,24.29,6
23400,24.31,2
23420,24.33,4
23440,24.35,4
23460,24.37,3
23480,24.39,7
23500,24.41,6
23520,24.43,5
23540,24.45,4
23560,24.47,6
23580,24.49,8
23600,24.51,4
23620,24.53,2
23640,24.55,5
23660,24.57,1
23680,24.59,4
23700,24.61,3
23720,24.63,1
23740,24.65,3
23760,24.67,3
23780,24.69,6
23800,24.71,7
23820,24.73,4
23840,24.75,4
23860,24.77,4
23880,24.79,5
23900,24.81,2
23920,24.83,4
23940,24.85,5
23960,24.87,4
23980,24.89,4
24000,24.91,0
24020,24.93,5
24040,24.95,5
24060,24.97,5
24080,24.99,5
24100,25.01,5
24120,25.03,2
24140,25.05,5
24160,25.07,6
24180,25.09,5
24200,25.11,4
24220,25.13,4
24240,25.15,3
24260,25.17,3
24280,25.18,5
24300,25.21,4
24320,25.23,3
24340,25.25,5
24360,25.27,6
24380,25.29,7
24400,25.31,7
24420,25.33,4
24440,25.35,6
24460,25.37,6
24480,25.4,6
24500,25.41,5
24520,25.43,4
24540,25.45,3
24560,25.47,4
24580,25.49,4
24600,25.51,6
24620,25.53,5
24640,25.55,6
24660,25.57,4
24680,25.59,7
24700,25.61,3
24720,25.63,3
24740,25.65,5
24760,25.67,7
24780,25.69,4
24800,25.71,5
24820,25.73,5
24840,25.74,4
24860,25.77,6
24880,25.79,6
24900,25.81,5
24920,25.83,5
24940,25.85,5
24960,25.87,7
24980,25.89,5
25000,25.91,2
25020,25.93,3
25040,25.95,4
25060,25.97,6
25080,25.99,7
25100,26.01,3
25120,26.03,5
25140,26.05,5
25160,26.07,4
25180,26.09,7
25200,26.11,3
25220,26.13,3
25240,26.15,5
25260,26.17,4
25280,26.19,5
25300,26.21,3
25320,26.23,4
25340,26.25,4
25360,26.27,5
25380,26.29,3
25400,26.31,0
25420,26.33,5
25440,26.35,6
25460,26.37,5
25480,26.39,8
25500,26.41,4
25520,26.43,3
25540,26.45,5
25560,26.47,6
25580,26.49,7
25600,26.51,3
25620,26.53,5
25640,26.55,5
25660,26.57,6
25680,26.59,0
25700,26.61,6
25720,26.63,2
25740,26.65,4
25760,26.67,6
25780,26.69,6
25800,26.71,5
25820,26.73,4
25840,26.75,5
25860,26.77,6
25880,26.79,4
25900,26.81,4
25920,26.83,5
25940,26.85,7
25960,26.87,6
25980,26.89,5
26000,26.91,7
26020,26.93,5
26040,26.95,1
26060,26.97,7
26080,26.99,6
26100,27.01,5
26120,27.03,2
26140,27.05,3
26160,27.07,5
26180,27.09,4
26200,27.11,4
26220,27.13,5
26240,27.15,3
26260,27.17,6
26280,27.19,4
26300,27.21,5
26320,27.23,5
26340,27.25,4
26360,27.27,2
26380,27.29,7
26400,27.31,4
26420,27.33,3
26440,27.35,5
26460,27.37,6
26480,27.39,3
26500,27.41,5
26520,27.43,3
26540,27.45,4
26560,27.47,1
26580,27.49,5
26600,27.51,2
26620,27.53,5
26640,27.55,5
26660,27.57,6
26680,27.59,4
26700,27.61,4
26720,27.63,3
26740,27.65,3
26760,27.67,6
26780,27.69,2
26800,27.71,6
26820,27.73,6
26840,27.75,3
26860,27.77,3
26880,27.79,6
26900,27.81,3
26920,27.83,5
26940,27.85,5
26960,27.87,4
26980,27.89,3
27000,27.91,4
27020,27.93,4
27040,27.95,6
27060,27.97,5
27080,28.0,5
27100,28.01,4
27120,28.03,4
27140,28.05,4
27160,28.07,6
27180,28.09,6
27200,28.11,3
27220,28.13,2
27240,28.15,5
27260,28.17,6
27280,28.19,4
27300,28.21,4
27320,28.23,5
27340,28.25,6
27360,28.27,2
27380,28.29,4
27400,28.31,4
27420,28.33,3
27440,28.35,2
27460,28.37,4
27480,28.39,5
27500,28.41,5
27520,28.43,4
27540,28.45,6
27560,28.47,5
27580,28.49,4
27600,28.51,4
27620,28.53,3
27640,28.55,5
27660,28.57,4
27680,28.59,5
27700,28.61,4
27720,28.63,5
27740,28.66,4
27760,28.67,4
27780,28.69,6
27800,28.71,4
27820,28.73,5
27840,28.75,5
27860,28.77,6
27880,28.79,5
27900,28.81,5
27920,28.84,4
27940,28.85,5
27960,28.87,5
27980,28.89,6
28000,28.91,2
28020,28.93,5
28040,28.95,2
28060,28.97,7
28080,29.0,6
28100,29.02,2
28120,29.03,5
28140,29.05,4
28160,29.07,5
28180,29.09,6
28200,29.11,3
28220,29.13,4
28240,29.15,5
28260,29.17,3
28280,29.19,3
28300,29.21,3
28320,29.23,4
28340,29.25,2
28360,29.27,6
28380,29.29,6
28400,29.31,5
28420,29.33,4
28440,29.35,4
28460,29.37,4
28480,29.39,5
28500,29.41,0
28520,29.43,5
28540,29.45,6
28560,29.47,5
28580,29.49,5
28600,29.51,2
28620,29.53,3
28640,29.55,5
28660,29.57,8
28680,29.59,7
28700,29.61,5
28720,29.63,6
28740,29.65,6
28760,29.67,6
28780,29.7,4
28800,29.71,5
28820,29.73,5
28840,29.75,3
28860,29.77,7
28880,29.79,4
28900,29.81,5
28920,29.83,5
28940,29.85,6
28960,29.87,7
28980,29.89,6
29000,29.91,2
29020,29.93,6
29040,29.95,6
29060,29.97,7
29080,29.99,4
29100,30.01,4
29120,30.03,6
29140,30.05,7
29160,30.07,10
29180,30.09,6
29200,30.11,2
29220,30.13,6
29240,30.15,5
29260,30.17,9
29280,30.2,6
29300,30.22,6
29320,30.23,3
29340,30.25,6
29360,30.27,4
29380,30.29,4
29400,30.31,5
29420,30.33,4
29440,30.35,6
29460,30.37,7
29480,30.39,6
29500,30.41,5
29520,30.43,4
29540,30.45,7
29560,30.47,6
29580,30.49,5
29600,30.51,4
29620,30.53,7
29640,30.56,4
29660,30.57,8
29680,30.59,3
29700,30.61,4
29720,30.63,6
29740,30.65,7
29760,30.67,7
29780,30.7,4
29800,30.71,2
29820,30.73,5
29840,30.75,6
29860,30.77,9
29880,30.79,4
29900,30.81,5
29920,30.83,5
29940,30.85,7
29960,30.87,9
29980,30.89,4
30000,30.91,4
30020,30.93,6
30040,30.95,4
30060,30.97,4
30080,30.99,6
30100,31.01,4
30120,31.03,4
30140,31.05,6
30160,31.08,2
30180,31.09,6
30200,31.11,4
30220,31.13,6
30240,31.15,4
30260,31.17,8
30280,31.19,5
30300,31.21,5
30320,31.23,5
30340,31.25,5
30360,31.27,8
30380,31.29,6
30400,31.31,4
30420,31.33,6
30440,31.35,6
30460,31.37,3
30480,31.39,5
30500,31.41,4
30520,31.43,5
30540,31.45,6
30560,31.47,4
